Customer ID,Recency,Frequency,Monetary,AvgOrderValue,Trend,Churn
CUST100188,3,256,1757783.61,6866.3422265625,0.29112934330876283,0
CUST100189,6,241,1628338.03,6756.589336099585,0.48850273322263754,0
CUST100190,2,268,1923220.66,7176.196492537313,0.4845957712213696,0
CUST100191,1,265,1967683.29,7425.219962264151,0.19570000147284855,0
CUST100192,5,271,2121035.05,7826.697601476014,0.2784621713173783,0
CUST100193,4,241,1543160.24,6403.154522821576,0.31525363521211924,0
CUST100194,1,251,2111683.14,8413.080239043826,0.44745399775683026,0
CUST100195,1,247,1695533.75,6864.509109311741,0.19529892647516078,0
CUST100196,1,238,2035861.01,8554.037857142857,0.7801353993492358,0
CUST100197,6,228,1770756.26,7766.474824561404,0.4521776302563626,0
CUST100198,2,237,1656417.6400000001,6989.1039662447265,0.28255965098609714,0
CUST100199,1,256,1858408.07,7259.4065234375,0.30513028557730015,0
CUST100200,3,231,1813081.77,7848.838831168831,0.5261276089304995,0
CUST100201,1,261,1827034.77,7000.133218390804,0.13705364498277853,0
CUST100202,5,232,1595689.23,6877.9708189655175,0.6925648523959256,0
CUST100203,5,243,2129309.62,8762.591028806584,0.2652681852203061,0
CUST100204,2,263,1787239.15,6795.586121673004,0.2933728315303764,0
CUST100205,2,276,2468657.83,8944.412427536232,0.5407865559671309,0
CUST100206,2,239,1865567.51,7805.72179916318,0.308352674887988,0
CUST100207,1,234,1906037.94,8145.461282051282,0.5826685877917679,0
CUST100208,1,245,1882753.23,7684.70706122449,0.3344300689023054,0
CUST100209,1,269,2006654.79,7459.683234200744,0.5927360406676625,0
CUST100210,1,244,1712823.35,7019.767827868853,0.16973690359915491,0
CUST100211,8,248,1642795.89,6624.176975806451,0.2573837987204362,0
CUST100212,3,280,1988815.59,7102.912821428572,0.35480181742110084,0
CUST100213,4,243,1899771.34,7817.989053497943,0.3278968322966115,0
CUST100214,2,251,2041331.77,8132.795896414343,0.4092336672176297,0
CUST100215,12,255,1723118.73,6757.3283529411765,0.2416926682654222,0
CUST100216,1,274,2177873.13,7948.44208029197,0.20283595120494446,0
CUST100217,4,263,1637278.19,6225.392357414448,0.2948850238638013,0
CUST100218,2,256,1777468.14,6943.234921875,0.22891368228765824,0
CUST100219,1,263,1937975.61,7368.728555133081,0.286672049403114,0
CUST100220,2,228,1435497.95,6296.043640350877,0.22319753433076578,0
CUST100221,2,251,2108977.16,8402.299442231077,0.5579547095653318,0
CUST100222,1,243,2003929.39,8246.623004115227,0.4481132132080133,0
CUST100223,2,246,1596060.99,6488.052804878049,0.15026500512026428,0
CUST100224,5,257,2106854.7600000002,8197.878443579768,0.3574522026340957,0
CUST100225,10,249,1820075.47,7309.540040160642,0.3506444067213555,0
CUST100226,1,258,1830569.87,7095.232054263566,0.39522441766709343,0
CUST100227,1,235,1587178.16,6753.949617021276,0.11972438950516909,0
CUST100228,5,277,2091133.02,7549.216678700361,0.27852360853295766,0
CUST100229,5,259,1783257.71,6885.164903474903,0.27524805217824694,0
CUST100230,3,255,2237861.3,8775.926666666666,0.6665720335434087,0
CUST100231,3,242,1976394.01,8166.917396694215,0.13623857327639727,0
CUST100232,2,247,1725169.1,6984.49028340081,0.3141676188097446,0
CUST100233,2,260,1927771.47,7414.505653846154,0.5744607023930217,0
CUST100234,6,228,1592275.31,6983.663640350877,0.2535789782604072,0
CUST100235,1,248,1590647.43,6413.900927419355,0.30776540422626575,0
CUST100236,3,246,1690278.72,6871.051707317073,0.052970208629033344,0
CUST100237,6,246,1871687.31,7608.485000000001,0.25992314219854834,0
CUST100238,3,245,2596883.6,10599.524897959183,0.6303512302655494,0
CUST100239,3,252,1989203.5,7893.664682539683,0.26883486180821536,0
CUST100240,2,239,1837545.44,7688.474644351464,0.0973500633928744,0
CUST100241,2,252,1902307.57,7548.8395634920635,0.28965208397031494,0
CUST100242,1,271,2209212.93,8152.077232472326,0.6585297963089675,0
CUST100243,7,233,2145346.11,9207.494034334763,0.38214597596472066,0
CUST100244,1,266,1848883.14,6950.688496240601,0.10925257176770871,0
CUST100245,2,256,1658203.68,6477.358125,0.2021836532488551,0
CUST100246,1,279,2652217.96,9506.157562724014,0.3865646150008464,0
CUST100247,1,265,2299279.02,8676.524603773585,0.27625343235761735,0
CUST100248,8,258,1999426.38,7749.714651162791,0.26739355582691926,0
CUST100249,1,248,1800754.54,7261.107016129033,0.260970265591191,0
CUST100250,7,268,1888643.87,7047.1786194029855,0.24640993363152833,0
CUST100251,4,238,2000780.8900000001,8406.642394957984,0.4515783866580477,0
CUST100252,7,232,1598597.3699999999,6890.505905172413,0.1475447297607864,0
CUST100253,1,247,2215022.9,8967.704048582995,0.4573267545575457,0
CUST100254,2,270,1877347.64,6953.139407407407,0.208648561114058,0
CUST100255,3,261,1934158.34,7410.568352490422,0.32717119884956497,0
CUST100256,15,273,1971749.48,7222.525567765568,0.4719172106719755,0
CUST100257,12,244,1673916.2,6860.312295081967,0.2804681745060869,0
CUST100258,3,271,2050714.21,7567.2111070110695,0.5249624851743795,0
CUST100259,1,276,2044561.95,7407.833152173913,0.43672667171730856,0
CUST100260,1,283,2256700.57,7974.206961130742,0.4499078152678753,0
CUST100261,2,230,1536067.93,6678.556217391304,0.3097980102699018,0
CUST100262,1,264,1820780.21,6896.894734848484,0.289438385779196,0
CUST100263,2,259,1925673.49,7435.03277992278,0.6990215592590623,0
CUST100264,1,255,1874829.9,7352.274117647058,0.3484677531129471,0
CUST100265,2,244,1542662.62,6322.387786885246,0.17025106760483324,0
CUST100266,1,239,1442314.83,6034.790083682009,0.40548853292391646,0
CUST100267,2,234,1398519.91,5976.580811965811,0.21453354522243534,0
CUST100268,2,244,1517256.31,6218.26356557377,0.5684024242255524,0
CUST100269,1,223,1358217.54,6090.661614349776,0.3825550327099461,0
CUST100270,4,240,1714603.8599999999,7144.182749999999,0.28922591709182727,0
CUST100271,2,246,2334720.74,9490.734715447155,0.24576427850696123,0
CUST100272,3,272,2047166.72,7526.348235294117,0.5206452228735889,0
CUST100273,1,260,1864079.94,7169.538230769231,0.11758386889230261,0
CUST100274,3,245,1774442.22,7242.621306122449,0.24591882744831337,0
CUST100275,1,253,1751957.78,6924.734308300395,0.11269989438149029,0
CUST100276,2,255,1908661.74,7484.948,0.4099843333448404,0
CUST100277,1,266,2234811.14,8401.545639097745,0.6887759183311202,0
CUST100278,8,254,1728931.05,6806.815157480315,0.1998529510618908,0
CUST100279,1,228,1468436.71,6440.511885964912,0.6375980382649628,0
CUST100280,1,242,1851465.07,7650.682107438017,0.46636442597547,0
CUST100281,2,275,2022475.06,7354.454763636364,0.17600537808808317,0
CUST100282,2,272,2056874.24,7562.0376470588235,0.6483482436669314,0
CUST100283,1,249,1837964.74,7381.384497991968,0.2423829658666798,0
CUST100284,1,247,1776897.73,7193.917935222672,0.26958397097027664,0
CUST100285,8,243,1966387.3699999999,8092.129094650205,0.32409815304787026,0
CUST100286,9,227,1677495.1199999999,7389.846343612334,0.15453327004001063,0
CUST100287,4,238,1599285.21,6719.6857563025205,0.18507819803393014,0
CUST100288,1,265,2759214.42,10412.129886792452,0.25367280796015174,0
CUST100289,3,256,1579937.69,6171.6316015625,0.2799277615493795,0
CUST100290,2,252,1547296.55,6140.065674603175,0.18867883934821608,0
CUST100291,1,270,1862613.66,6898.569111111111,0.1345269902259178,0
CUST100292,3,251,1778036.1300000001,7083.809282868527,0.2232132124793738,0
CUST100293,1,246,1751955.18,7121.769024390243,0.30328479564775074,0
CUST100294,6,246,1550516.98,6302.914552845528,0.17833749908125504,0
CUST100295,1,246,1762347.61,7164.014674796748,0.19165822177077996,0
CUST100296,11,230,1482515.73,6445.720565217392,0.43414763070442947,0
CUST100297,3,239,1521846.36,6367.557991631799,0.24716967023331513,0
CUST100298,2,264,2370677.34,8979.83840909091,0.24627958214410878,0
CUST100299,2,253,1727925.61,6829.745494071147,0.2253458014501491,0
CUST100300,3,247,1851702.3800000001,7496.7707692307695,0.230915516149015,0
CUST100301,6,257,1596252.08,6211.097587548638,0.934723934845979,0
CUST100302,3,261,1524285.35,5840.173754789273,0.21663441457441748,0
CUST100303,4,241,1544442.5,6408.4751037344395,0.2654772813651256,0
CUST100304,1,261,2007039.3699999999,7689.80601532567,0.4304460013541059,0
CUST100305,1,252,1836392.1,7287.270238095239,0.19541883080886557,0
CUST100306,1,271,2186593.25,8068.609778597786,0.29437305650485907,0
CUST100307,1,254,2103223.68,8280.408188976378,0.6576319942666855,0
CUST100308,9,223,1603605.46,7191.055874439462,0.0,0
CUST100309,4,242,2266668.48,9366.398677685951,0.6310447290020369,0
CUST100310,3,272,2294901.8,8437.138970588234,0.48610551834814625,0
CUST100311,5,241,1488602.7,6176.7746887966805,0.27733609950898697,0
CUST100312,4,251,1755642.12,6994.590119521913,0.2968687707368713,0
CUST100313,1,254,1945638.56,7659.994330708661,0.26177397688645654,0
CUST100314,2,279,1782651.66,6389.43247311828,0.28175037618910476,0
CUST100315,8,230,1615212.49,7022.663,0.3983334295315295,0
CUST100316,1,284,2062752.45,7263.212852112676,0.18813123408696827,0
CUST100317,3,286,2044834.93,7149.772482517482,0.35547521476767446,0
CUST100318,3,252,2092947.42,8305.346904761904,0.19673971178722224,0
CUST100319,1,275,1624077.07,5905.7348,0.14416817587769581,0
CUST100320,5,225,1694703.98,7532.017688888889,0.3610915326924761,0
CUST100321,8,257,1874327.24,7293.102101167315,0.24376100259160902,0
CUST100322,3,257,2364631.64,9200.9013229572,0.4565064087252142,0
CUST100323,2,249,1979491.72,7949.7659437751,0.496183245801062,0
CUST100324,1,241,2042433.07,8474.82601659751,1.113998608732632,0
CUST100325,2,270,1746341.85,6467.932777777778,0.2901484252859997,0
CUST100326,6,237,1729973.59,7299.466624472574,0.17614995817751586,0
CUST100327,2,246,1846866.9,7507.589024390243,0.7354664846384121,0
CUST100328,5,222,1744520.9,7858.202252252252,0.22684160855443125,0
CUST100329,7,268,2227075.47,8309.983097014927,0.15083221698234464,0
CUST100330,9,264,2082676.38,7888.925681818181,0.16943472333640677,0
CUST100331,2,272,1813267.75,6666.425551470588,0.22653867447057421,0
CUST100332,3,267,1972125.24,7386.236853932584,0.740746426798566,0
CUST100333,1,278,2052011.84,7381.337553956835,0.5432039748315785,0
CUST100334,1,231,1834276.3,7940.5900432900435,0.45725188745969525,0
CUST100335,3,251,1685104.97,6713.56561752988,2.655750775394127,0
CUST100336,2,257,1887958.83,7346.143307392997,0.331344633494692,0
CUST100337,2,249,1835410.54,7371.126666666667,0.17382507806009773,0
CUST100338,11,230,1704404.5,7410.454347826087,0.23765937289614827,0
CUST100339,1,277,2291665.11,8273.159241877256,0.5663977741133274,0
CUST100340,1,246,1628182.3,6618.627235772358,0.1505776746271776,0
CUST100341,6,252,2058297.31,8167.846468253969,0.2810553381441533,0
CUST100342,1,265,1862724.57,7029.149320754717,0.3072109794248051,0
CUST100343,2,229,1954769.03,8536.109301310044,0.6572598077157115,0
CUST100344,2,242,1717242.3,7096.042561983471,0.3109186958140116,0
CUST100345,4,217,1403268.47,6466.674976958525,0.1388767914920763,0
CUST100346,1,239,1859607.3,7780.7836820083685,1.275458070018223,0
CUST100347,1,231,1711484.52,7409.023896103896,7.632263567343298,0
CUST100348,1,280,2270666.95,8109.524821428572,0.6548214583511422,0
CUST100349,1,238,1783113.87,7492.075084033614,0.8080324869589132,0
CUST100350,1,250,1612621.59,6450.486360000001,0.23779305502795225,0
CUST100351,2,239,1721945.25,7204.791841004184,0.4365418788545619,0
CUST100352,3,191,1656933.0,8675.041884816754,0.8289463043791612,0
CUST100353,2,266,2194266.39,8249.121766917293,0.3003076071717548,0
CUST100354,5,250,1693229.87,6772.9194800000005,0.320816365658978,0
CUST100355,5,239,1809933.67,7572.944225941423,0.6541838052204689,0
CUST100356,7,248,1944301.19,7839.924153225807,0.15762584458835754,0
CUST100357,1,261,1697362.97,6503.306398467433,0.27943382975218456,0
CUST100358,1,244,1520410.23,6231.189467213115,0.24633741905540843,0
CUST100359,6,261,1880974.99,7206.800727969348,0.17026882121658815,0
CUST100360,4,263,1909776.97,7261.509391634981,0.3383006614813446,0
CUST100361,2,260,1718682.92,6610.318923076923,0.4811676393210367,0
CUST100362,3,239,1715894.02,7179.472887029288,0.42285057203026116,0
CUST100363,1,248,1899681.11,7660.004475806452,0.20733029685139145,0
CUST100364,9,221,1953626.84,8839.940452488689,1.0068746645015374,0
CUST100365,2,260,1576388.74,6063.033615384616,0.20609898617170852,0
CUST100366,9,274,1676981.56,6120.370656934307,0.21938863376003362,0
CUST100367,1,238,1512295.08,6354.181008403361,0.26588775166458267,0
CUST100368,6,239,1543641.38,6458.750543933054,0.19692669577478847,0
CUST100369,2,253,1704466.17,6737.020434782608,0.14760378356649764,0
CUST100370,1,261,2222362.44,8514.798620689655,0.3544002148901131,0
CUST100371,4,268,2072394.89,7732.816753731343,0.21025036208571102,0
CUST100372,1,252,2102725.67,8344.149484126983,0.2649516564206239,0
CUST100373,1,227,1505724.18,6633.146167400881,0.2195794707932426,0
CUST100374,3,246,1553868.68,6316.539349593496,0.2905929583482472,0
CUST100375,4,255,2336935.7,9164.453725490197,0.4881030934670834,0
CUST100376,6,242,1684205.61,6959.527314049587,0.6284966330605913,0
CUST100377,2,236,1921538.1,8142.110593220339,0.5780187225906918,0
CUST100378,1,254,1919198.87,7555.901062992127,0.34460923506334823,0
CUST100379,1,259,1900214.56,7336.735752895753,0.1723023696805059,0
CUST100380,4,252,1907377.68,7568.959047619047,0.2767591381523196,0
CUST100381,7,243,1839620.74,7570.455720164609,0.2712822851093183,0
CUST100382,1,247,1800026.98,7287.558623481781,0.32331884961652296,0
CUST100383,6,267,2004935.03,7509.119962546816,0.31354800514801584,0
CUST100384,3,256,2533552.09,9896.6878515625,0.2234354992181588,0
CUST100385,3,258,1771679.29,6866.973992248062,0.5266717607105863,0
CUST100386,7,244,1661754.99,6810.471270491803,0.19084140526968132,0
CUST100387,2,283,2109243.9,7453.158657243816,0.32252169537367026,0
CUST100388,1,241,2058214.35,8540.308506224066,0.8434116387944215,0
CUST100389,6,244,1872409.0,7673.80737704918,0.17525176888737198,0
CUST100390,2,237,1835638.51,7745.310168776371,0.9929565951436963,0
CUST100391,1,253,1644923.17,6501.672608695651,0.10856590561558184,0
CUST100392,6,237,2105615.64,8884.45417721519,0.46621531926834014,0
CUST100393,1,262,2343758.43,8945.642862595421,0.24250670511242345,0
CUST100394,1,243,2318706.9,9542.003703703704,0.7801919027205458,0
CUST100395,9,240,1845122.72,7688.011333333333,0.3808620705906891,0
CUST100396,6,248,1758606.34,7091.154596774194,0.09252275479927627,0
